Date,Price
2024-03-21,165.5977702
2024-03-22,163.0473232
2024-03-25,173.6456163
2024-03-26,176.3958095
2024-03-27,180.0686407
2024-03-28,184.6842234
2024-04-01,182.145776
2024-04-02,186.1855835
2024-04-03,173.9704302
2024-04-04,167.0767806
2024-04-05,171.0615004
2024-04-08,167.8868789
2024-04-09,169.6837526
2024-04-10,167.2756319
2024-04-11,167.0804981
2024-04-12,156.9183762
2024-04-15,153.1494388
2024-04-16,156.0505111
2024-04-17,153.1602289
2024-04-18,151.6279856
2024-04-19,152.7582877
2024-04-22,150.160966
2024-04-23,156.9554824
2024-04-24,156.7548929
2024-04-25,152.7096903
2024-04-26,153.202887
2024-04-29,150.7812787
2024-04-30,147.4858869
2024-05-01,145.4519206
2024-05-02,153.1999935
2024-05-03,156.2051395
2024-05-06,165.9551379
2024-05-07,137.0651853
2024-05-08,131.3186045
2024-05-09,132.1831832
2024-05-10,131.9759888
2024-05-13,132.0051606
2024-05-14,130.2272338
2024-05-15,121.8335895
2024-05-16,122.7931678
2024-05-17,122.4357189
2024-05-20,121.316516
2024-05-21,121.4498338
2024-05-22,121.4232238
2024-05-23,114.3122961
2024-05-24,116.7090378
2024-05-28,118.9235195
2024-05-29,114.6648562
2024-05-30,116.2773537
2024-05-31,122.8963118
2024-06-03,120.6112557
2024-06-04,121.6172931
2024-06-05,116.8609179
2024-06-06,115.0634072
2024-06-07,115.5337648
2024-06-10,118.9076682
2024-06-11,114.5903101
2024-06-12,113.5836363
2024-06-13,111.4823044
2024-06-14,110.6246134
2024-06-17,114.5622101
2024-06-18,115.3612285
2024-06-20,116.4276333
2024-06-21,117.7111899
2024-06-24,117.3501355
2024-06-25,117.8070565
2024-06-26,117.8562899
2024-06-27,117.8568863
2024-06-28,110.8751398
2024-07-01,105.5416124
2024-07-02,104.3363013
2024-07-03,105.6755795
2024-07-05,104.2760228
2024-07-08,102.3969712
2024-07-09,101.1534888
2024-07-10,100.7452066
2024-07-11,99.73827351
2024-07-12,101.0818573
2024-07-15,100.2062416
2024-07-16,104.3479863
2024-07-17,102.0534954
2024-07-18,99.79746659
2024-07-19,96.37619584
2024-07-22,90.87922337
2024-07-23,79.39410508
2024-07-24,75.5618173
2024-07-25,73.63882408
2024-07-26,76.56172059
2024-07-29,84.91486292
2024-07-30,90.28768212
2024-07-31,89.03118524
2024-08-01,86.71705254
2024-08-02,73.19004453
2024-08-05,68.45609797
2024-08-06,78.81299436
2024-08-07,61.44330818
2024-08-08,63.19098665
2024-08-09,63.88833218
2024-08-12,62.67144502
2024-08-13,61.48524366
2024-08-14,64.33929647
2024-08-15,73.81890246
2024-08-16,74.27497304
2024-08-19,80.09872847
2024-08-20,74.92791731
2024-08-21,79.50914092
2024-08-22,75.80035879
2024-08-23,78.68051711
2024-08-26,82.90879202
2024-08-27,79.00706365
